Billing;Facturatie;/core/language/nl.js
Other;Anders;/core/language/nl.js
Mobile;Mobiel;/core/language/nl.js
Birthday;Verjaardag;/core/language/nl.js
Anniversary;Jubileum;/core/language/nl.js
"The form contains errors. Please check your input.";"Het formulier bevat fouten. Controleer uw invoer a.u.b.";/core/language/nl.js
Age;Leeftijd;/core/language/nl.js
"Your changes have been saved";"Uw wijzigingen zijn opgeslagen";/core/language/nl.js
"Your password has been changed";"Uw wachtwoord is veranderd";/core/language/nl.js
"You entered an incorrect username or password";"U heeft een verkeerde gebruikersnaam of wachtwoord ingevoerd";/core/language/nl.js
"Please wait";"Even wachten a.u.b.";/core/language/nl.js
"Number of logins";"Aantal keer ingelogd";/core/language/nl.js
"Last login";"Laatste keer ingelogd";/core/language/nl.js
January;Januari;/core/language/nl.js
February;Februari;/core/language/nl.js
March;Maart;/core/language/nl.js
April;April;/core/language/nl.js
May;Mei;/core/language/nl.js
June;Juni;/core/language/nl.js
July;Juli;/core/language/nl.js
August;Augustus;/core/language/nl.js
September;September;/core/language/nl.js
October;Oktober;/core/language/nl.js
November;November;/core/language/nl.js
December;December;/core/language/nl.js
Monday;Maandag;/core/language/nl.js
Tuesday;Dinsdag;/core/language/nl.js
Wednesday;Woensdag;/core/language/nl.js
Thursday;Donderdag;/core/language/nl.js
Friday;Vrijdag;/core/language/nl.js
Saturday;Zaterdag;/core/language/nl.js
Sunday;Zondag;/core/language/nl.js
"Intermesh\Modules\Contacts\Model\Contact";Contactpersoon;/core/language/nl.js
Add;Toevoegen;/core/language/nl.js
"Drag to reorder";"Sleep om te sorteren";/core/language/nl.js
Sort;Sorteer;/core/language/nl.js
Ascending;Oplopend;/core/language/nl.js
Descending;Aflopend;/core/language/nl.js
Description;Beschrijving;/core/language/nl.js
"Undo delete";"Verwijderen ongedaan maken";/core/language/nl.js
Language;Taal;/core/language/nl.js
Info;Info;/core/language/nl.js
Email;Email;/core/language/nl.js
Amount;Bedrag;/core/language/nl.js
Quantity;Aantal;/core/language/nl.js
"Save changes";"Wijzigingen opslaan";/core/language/nl.js
"Do you want to save your changes?";"Wilt u de wijzigingen opslaan?";/core/language/nl.js
Discard;Annuleren;/core/language/nl.js
"A stupid question";"Een domme vraag";/core/language/nl.js
"Do you really want to edit this contact?";"Weet u zeker dat u dit contract wilt bewerken?";/core/language/nl.js
"No, take me away!";"Nee, haal me hier weg!";/core/language/nl.js
"Saved successfully";"Succesvol opgeslagen";/core/language/nl.js
Years;Jaren;/core/language/nl.js
Months;Maanden;/core/language/nl.js
Weeks;Weken;/core/language/nl.js
Days;Dagen;/core/language/nl.js
Hours;Uren;/core/language/nl.js
Minutes;Minuten;/core/language/nl.js
Seconds;Seconden;/core/language/nl.js
"Failed to save file";"Opslaan mislukt";/core/language/nl.js
"Read less ...";"Lees minder...";/core/language/nl.js
Year;Jaar;/core/language/nl.js
Month;Maand;/core/language/nl.js
Week;Week;/core/language/nl.js
Day;Dag;/core/language/nl.js
Hour;Uur;/core/language/nl.js
Minute;Minuut;/core/language/nl.js
Second;Seconde;/core/language/nl.js
Remove;Verwijder;/core/language/nl.js
"Select file";"Selecteer bestand";/core/language/nl.js
"More options";"Meer opties";/core/language/nl.js
"Set new image";"Stel nieuwe afbeelding in";/core/language/nl.js
"Hold the Ctrl key to launch in a new browser tab";"Houd de Ctrl toets ingedrukt om te openen in een nieuw browser tabblad";/core/language/nl.js
"No files found";"Geen bestanden gevonden";/core/language/nl.js
"Add file";"Bestand toevoegen";/core/language/nl.js
Refresh;Verversen;/core/language/nl.js
"All years";"Alle jaren";/core/language/nl.js
"All months";"Alle maanden";/core/language/nl.js
All;Alles;/core/language/nl.js
"Open side navigation";"Open navigatiebalk";/core/language/nl.js
"PDF template";"PDF sjabloon";/core/language/nl.js
Margins;Marges;/core/language/nl.js
Top;Boven;/core/language/nl.js
Right;Rechter;/core/language/nl.js
Bottom;Beneden;/core/language/nl.js
Left;Linker;/core/language/nl.js
Layout;Opmaak;/core/language/nl.js
"Page size";"Pagina grootte";/core/language/nl.js
"Measure unit";Maateenheid;/core/language/nl.js
Landscape;Liggend;/core/language/nl.js
Blocks;Blokken;/core/language/nl.js
Data;Gegevens;/core/language/nl.js
"Stationary PDF";"Briefpapier PDF";/core/language/nl.js
"PDF templates";"PDF sjablonen";/core/language/nl.js
"No PDF templates set";"Geen PDF sjablonen ingesteld";/core/language/nl.js
"Add comment";"Opmerking toevoegen";/core/language/nl.js
"Attach file";"Bestand bijvoegen";/core/language/nl.js
"E-mail template";"E-mail sjabloon";/core/language/nl.js
Subject;Onderwerp;/core/language/nl.js
"E-mail templates";"E-mail sjablonen";/core/language/nl.js
"No e-mail templates set";"Geen e-mail sjablonen ingesteld";/core/language/nl.js
Preview;Voorvertoning;/core/language/nl.js
"By default all blocks are drawn one by one, width is 100% and height is automatic. If you need an absolute position you can set the position and dimensions.";"Standaard worden alle blokken een voor een getekend. de breedte is 100% en de hoogte wordt automatisch bepaald. Als je iets absoluut moet positioneren dan kun je de positie en dimensies invullen.";/core/language/nl.js
Positioning;Positionering;/core/language/nl.js
X;X;/core/language/nl.js
Y;Y;/core/language/nl.js
Dimensions;Afmetingen;/core/language/nl.js
Width;Breedte;/core/language/nl.js
"Add groups to share";"Voegen groepen toe om te delen";/core/language/nl.js
Copy;Kopieer;/core/language/nl.js
"Add filter";"Filter toevoegen";/core/language/nl.js
Comparator;Comparator;/core/language/nl.js
Equals;"Is gelijk aan";/core/language/nl.js
"Doesn't equal";"Is niet gelijk aan";/core/language/nl.js
"Greather than";"Groter dan";/core/language/nl.js
"Lower than";"Kleiner dan";/core/language/nl.js
"By default all blocks are drawn one by one  width is 100% and height is automatic. If you need an absolute position you can set the position and dimensions.";"Standaard worden alle blokken een voor een getekend. de breedte is 100% en de hoogte wordt automatisch bepaald. Als je iets absoluut moet positioneren dan kun je de positie en dimensies invullen.";/core/language/nl.js
"Please enter your username and password";"Voer uw gebruikersnaam en wachtwoord in a.u.b.";/core/language/nl.js
"Forgot password?";"Wachtwoord vergeten?";/core/language/nl.js
"Reset your password";"Uw wachtwoord opnieuw instellen";/core/language/nl.js
"Please enter your registered e-mail address to receive a link to reset your password.";"Voer uw geregistreerde e-mail adres in om een link te ontvangen om uw wachtwoord opnieuw in te stellen.";/core/language/nl.js
"Dear {{user.username}},

We received a request to reset your {title} password. To reset your password, click on the link below (or copy and paste the URL into your browser).

{link}

If you didn't make this request yourself, ignore this e-mail and contact your administrator.";"Beste {{user.username}},

We hebben een verzoek ontvangen om uw {title} wachtwoord opnieuw in te stellen. Klik op onderstaande link (of kopiëer deze in de adresbalk van uw browser): {link}

Als u dit verzoek niet zelf hebt gedaan, negeer dan deze e-mail en stel uw systeembeheerder op de hoogte.";/core/language/nl.js
"The e-mail was sent to {email}.";"De e-mail is verstuurd naar {email}.";/core/language/nl.js
"An error occured";"Er is een fout opgetreden";/core/language/nl.js
"Please create a new password";"Maak een nieuw wachtwoord aan a.u.b.";/core/language/nl.js
"Your password has been reset. Continue to the login screen.";"Uw wachtwoord is opnieuw ingesteld. Ga door naar het login scherm.";/core/language/nl.js
Owner;Eigenaar;/core/language/nl.js
"Search phrase";Zoekterm;/core/language/nl.js
Like;Like;/core/language/nl.js
Contacts;Contactpersonen;/modules/groupoffice/contacts/language/nl.js
"GO\Modules\GroupOffice\Contacts\Module";Contactpersonen;/modules/groupoffice/contacts/language/nl.js
"GO\Modules\GroupOffice\Contacts\Model\Account";"GroupOffice Contactpersonen";/modules/groupoffice/contacts/language/nl.js
"First name";Voornaam;/modules/groupoffice/contacts/language/nl.js
"Middle name";Tussenvoegsel;/modules/groupoffice/contacts/language/nl.js
"Last name";Achternaam;/modules/groupoffice/contacts/language/nl.js
Organization;Organisatie;/modules/groupoffice/contacts/language/nl.js
Organizations;Organisaties;/modules/groupoffice/contacts/language/nl.js
"E-mail addresses";"E-mail adressen";/modules/groupoffice/contacts/language/nl.js
Dates;Data;/modules/groupoffice/contacts/language/nl.js
"No contacts found";"Geen contacten gevonden";/modules/groupoffice/contacts/language/nl.js
Contact;Contacten;/modules/groupoffice/contacts/language/nl.js
"Edit profile";"Profiel bewerken";/modules/groupoffice/contacts/language/nl.js
Activities;Activiteiten;/modules/groupoffice/contacts/language/nl.js
"No activities found";"Geen activiteiten gevonden";/modules/groupoffice/contacts/language/nl.js
Street;Straat;/modules/groupoffice/contacts/language/nl.js
"ZIP Code";Postcode;/modules/groupoffice/contacts/language/nl.js
State;Staat;/modules/groupoffice/contacts/language/nl.js
"Add date";"Datum toevoegen";/modules/groupoffice/contacts/language/nl.js
"Gender unknown";"Geslacht onbekend";/modules/groupoffice/contacts/language/nl.js
Private;Privé;/modules/groupoffice/contacts/language/nl.js
"Share with group";"Deel met groep";/modules/groupoffice/contacts/language/nl.js
Persons;Personen;/modules/groupoffice/contacts/language/nl.js
"Edit selection";"Bewerk selectie";/modules/groupoffice/contacts/language/nl.js
Write;Schrijf;/modules/groupoffice/contacts/language/nl.js
Download;Download;/modules/groupoffice/contacts/language/nl.js
Import;Importeer;/modules/groupoffice/contacts/language/nl.js
"Debtor number";"Nummer debiteur";/modules/groupoffice/contacts/language/nl.js
"Chamber of Commerce";"Kamer van Koophandel";/modules/groupoffice/contacts/language/nl.js
IBAN;IBAN;/modules/groupoffice/contacts/language/nl.js
"Business details";Bedrijfsdetails;/modules/groupoffice/contacts/language/nl.js
URL's;URL's;/modules/groupoffice/contacts/language/nl.js
"VAT number";"BTW nummer";/modules/groupoffice/contacts/language/nl.js
"Invalid e-mail address";"Ongeldig e-mail adres";/modules/groupoffice/contacts/language/nl.js
"Scheduled task";"Geplande taak";/modules/groupoffice/cron/language/nl.js
"Class name";"Klasse naam";/modules/groupoffice/cron/language/nl.js
"The class does not exist";"De klasse naam bestaat niet";/modules/groupoffice/cron/language/nl.js
"The class name is invalid. It does not extend IFW\Data\Object";"The klasse naam is ongeldig. Het breidt IFW\Data\Object niet uit";/modules/groupoffice/cron/language/nl.js
Method;Methode;/modules/groupoffice/cron/language/nl.js
"The method does not exist";"De methode bestaat niet";/modules/groupoffice/cron/language/nl.js
Expression;Expressie;/modules/groupoffice/cron/language/nl.js
"Not a valid CRON expression";"Geen geldige CRON expressie";/modules/groupoffice/cron/language/nl.js
"Time zone";"Tijd zone";/modules/groupoffice/cron/language/nl.js
"Not a valid time zone";"Geen geldige tijd zone";/modules/groupoffice/cron/language/nl.js
"Note: The expression is calculated in UTC time so please consider your timezone";"Opmerking: De expressie is berekend in UTC tijd. Overweeg de tijdzone.";/modules/groupoffice/cron/language/nl.js
"Scheduled tasks";"Geplande taken";/modules/groupoffice/cron/language/nl.js
Running;Bezig;/modules/groupoffice/cron/language/nl.js
"Run now";"Voer nu uit";/modules/groupoffice/cron/language/nl.js
"No scheduled tasks";"Geen geplande taken";/modules/groupoffice/cron/language/nl.js
"GO\Modules\GroupOffice\Dav\Model\Account";"CardDAV Contactpersonen";/modules/groupoffice/dav/language/nl.js
URL;URL;/modules/groupoffice/dav/language/nl.js
Send;Verzenden;/modules/groupoffice/imap/language/nl.js
None;Geen;/modules/groupoffice/imap/language/nl.js
"Archive all incoming";"Archief alle binnengekomen items";/modules/groupoffice/imap/language/nl.js
"GO\\Modules\\GroupOffice\\Imap\\Model\\Account";"GO\\Modules\\GroupOffice\\Imap\\Model\\Account";/modules/groupoffice/imap/language/nl.js
"Incoming server";"Inkomende server";/modules/groupoffice/imap/language/nl.js
Hostname;Hostname;/modules/groupoffice/imap/language/nl.js
Encryption;Encryptie;/modules/groupoffice/imap/language/nl.js
Port;Poort;/modules/groupoffice/imap/language/nl.js
"Outgoing server";"Uitgaande server";/modules/groupoffice/imap/language/nl.js
"E-mail address";"E-mail adres";/modules/groupoffice/imap/language/nl.js
"Sender name";"Naam verzender";/modules/groupoffice/imap/language/nl.js
Signatures;Handtekeningen;/modules/groupoffice/imap/language/nl.js
"Invalid e-mail address";"Ongeldig e-mail adres";/modules/groupoffice/imap/language/nl.js
"Could not connect to server";"Could not connect to server";/modules/groupoffice/imap/language/nl.js
"SMTP account";"SMTP account";/modules/groupoffice/imap/language/nl.js
"Authentication failed";"Authentication failed";/modules/groupoffice/imap/language/nl.js
Log;Logboek;/modules/groupoffice/log/language/nl.js
Time;Tijd;/modules/groupoffice/log/language/nl.js
Action;Actie;/modules/groupoffice/log/language/nl.js
Record;Record;/modules/groupoffice/log/language/nl.js
"GO\\Core\\Users\\Model\\User";Gebruiker;/modules/groupoffice/log/language/nl.js
"GO\\Core\\Smtp\\Model\\Account";"GO\\Core\\Smtp\\Model\\Account";/modules/groupoffice/smtp/language/nl.js
"E-mail address";"E-mail adres";/modules/groupoffice/smtp/language/nl.js
"Sender name";"Naam verzender";/modules/groupoffice/smtp/language/nl.js
Hostname;Hostname;/modules/groupoffice/smtp/language/nl.js
Encryption;Encryptie;/modules/groupoffice/smtp/language/nl.js
None;Geen;/modules/groupoffice/smtp/language/nl.js
Port;Poort;/modules/groupoffice/smtp/language/nl.js
Complete;Compleet;/modules/groupoffice/tasks/language/nl.js
Incomplete;Incompleet;/modules/groupoffice/tasks/language/nl.js
Late;Laat;/modules/groupoffice/tasks/language/nl.js
"My tasks";"Mijn taken";/modules/groupoffice/tasks/language/nl.js
"Created for others";"Gecreëerd voor anderen";/modules/groupoffice/tasks/language/nl.js
"No tasks found";"Geen taken gevonden";/modules/groupoffice/tasks/language/nl.js
Desciption;Omschrijving;/modules/groupoffice/tasks/language/nl.js
"Due at";"Klaar op";/modules/groupoffice/tasks/language/nl.js
"Duration (Minutes)";"Duur (Minuten)";/modules/groupoffice/tasks/language/nl.js
"Assigned to";"Toegewezen aan";/modules/groupoffice/tasks/language/nl.js
"Incomplete tasks";"Incomplete taken";/modules/groupoffice/tasks/language/nl.js
More;Meer;/modules/groupoffice/tasks/language/nl.js
"Completed on";"Afgerond op";/modules/groupoffice/tasks/language/nl.js
"Not yet completed";"Nog niet afgerond";/modules/groupoffice/tasks/language/nl.js
"Due time";"Due time";/modules/groupoffice/tasks/language/nl.js
minutes;minuten;/modules/groupoffice/tasks/language/nl.js
Duration;Duur;/modules/groupoffice/tasks/language/nl.js
"Completed at";"Afgerond op";/modules/groupoffice/tasks/language/nl.js
"Address Country";"Adres Land";/modules/groupoffice/tasks/language/nl.js
"Debtor terms";"Debiteur condities";/modules/groupoffice/tasks/language/nl.js
Query;Vraag;/modules/groupoffice/tasks/language/nl.js
Tasks;Taak;/modules/groupoffice/tasks/language/nl.js
"All statuses";"All statuses";/modules/groupoffice/tasks/language/nl.js
"All assignees";"All assignees";/modules/groupoffice/tasks/language/nl.js
Unassigned;Unassigned;/modules/groupoffice/tasks/language/nl.js
Clear;Clear;/modules/groupoffice/tasks/language/nl.js
"GO\Core\Users\Model\User";Gebruiker;/modules/groupoffice/users/language/nl.js
"GO\Core\Users\Module";Gebruikers;/modules/groupoffice/users/language/nl.js
userLoggedIn;ingelogd;/modules/groupoffice/users/language/nl.js
login;Inloggen;/modules/groupoffice/users/language/nl.js
logout;Uitloggen;/modules/groupoffice/users/language/nl.js
"Change password";"Wachtwoord veranderen";/modules/groupoffice/users/language/nl.js
"No users found";"Geen gebruikers gevonden";/modules/groupoffice/users/language/nl.js
"Current password";"Huidige wachtwoord";/modules/groupoffice/users/language/nl.js
"The password was incorrect";"Het wachtwoord was onjuist";/modules/groupoffice/users/language/nl.js
"New password";"Nieuw wachtwoord";/modules/groupoffice/users/language/nl.js
"The passwords don't match";"De wachtwoorden zijn niet gelijk";/modules/groupoffice/users/language/nl.js
"Sorry, this username is already taken.";"Sorry, deze gebruikersnaam is al in gebruik.";/modules/groupoffice/users/language/nl.js
"Invalid e-mail address";"Ongeldig e-mail adres";/modules/groupoffice/users/language/nl.js
"Secondary e-mail";"Secundair e-mail adres";/modules/groupoffice/users/language/nl.js
"Switch to";"Wissel naar";/modules/groupoffice/users/language/nl.js
"Edit contact";"Bewerk contact";/modules/groupoffice/users/language/nl.js
logins;logins;/modules/groupoffice/users/language/nl.js
"Login count";"Login telling";/modules/groupoffice/users/language/nl.js
Users;Gebruikers;/modules/groupoffice/users/language/nl.js
Clear;Clear;/modules/groupoffice/users/language/nl.js
"VCA number";"VCA nummer";/modules/instructiefilm/elearning/language/customfields/nl.js
"Document number";"Document nummer";/modules/instructiefilm/elearning/language/customfields/nl.js
"Expire date";Vervaldatum;/modules/instructiefilm/elearning/language/customfields/nl.js
"Type identification";"Type identificatie";/modules/instructiefilm/elearning/language/customfields/nl.js
Passport;Paspoort;/modules/instructiefilm/elearning/language/customfields/nl.js
"Drivers licence";Rijbewijs;/modules/instructiefilm/elearning/language/customfields/nl.js
"ID card";Identiteitskaart;/modules/instructiefilm/elearning/language/customfields/nl.js
"Residence permit";Verblijfsdocument;/modules/instructiefilm/elearning/language/customfields/nl.js
Other;Anders;/modules/instructiefilm/elearning/language/customfields/nl.js
langNL;Nederlands;/modules/instructiefilm/elearning/language/nl.js
langEN;Engels;/modules/instructiefilm/elearning/language/nl.js
langDE;Duits;/modules/instructiefilm/elearning/language/nl.js
langFR;Frans;/modules/instructiefilm/elearning/language/nl.js
langES;Spaans;/modules/instructiefilm/elearning/language/nl.js
langPL;Pools;/modules/instructiefilm/elearning/language/nl.js
langHU;Hongaars;/modules/instructiefilm/elearning/language/nl.js
langGR;Grieks;/modules/instructiefilm/elearning/language/nl.js
langRO;Roemeens;/modules/instructiefilm/elearning/language/nl.js
learner;Deelnemer;/modules/instructiefilm/elearning/language/nl.js
employeeManager;Medewerker;/modules/instructiefilm/elearning/language/nl.js
contentManager;"Content beheerder";/modules/instructiefilm/elearning/language/nl.js
gateKeeper;Portier;/modules/instructiefilm/elearning/language/nl.js
"This group is used for the students/learners of this e-learning";"Gebruik deze groep voor studenten/deelnemers van de e-learning.";/modules/instructiefilm/elearning/language/nl.js
"This group is used for ""employees"", with these permissions it is possible to send invitations to people.";"Gebruik deze groep voor ""Werknemers"" die uitnodigingen mogen versturen.";/modules/instructiefilm/elearning/language/nl.js
"With this group you can add/edit the content of the e-learning modules and blocks.";"Gebruikers in deze groep mogen de content (cursussen en blokken) van de e-learning aanpassen.";/modules/instructiefilm/elearning/language/nl.js
"This group will provide the user access to the participants list.";"Deze groep krijgt toegang tot de deelnemer lijst van de e-learning.";/modules/instructiefilm/elearning/language/nl.js
status_invalid;"Niet geldig";/modules/instructiefilm/elearning/language/nl.js
status_unused;"Niet gebruikt";/modules/instructiefilm/elearning/language/nl.js
status_expired;Verlopen;/modules/instructiefilm/elearning/language/nl.js
status_failed;"Niet geslaagd";/modules/instructiefilm/elearning/language/nl.js
status_succeeded;"Succesvol behaald";/modules/instructiefilm/elearning/language/nl.js
status_inuse;"In gebruik";/modules/instructiefilm/elearning/language/nl.js
status_unknown;Onbekend;/modules/instructiefilm/elearning/language/nl.js
"Email templates";"Email templates";/modules/instructiefilm/elearning/language/nl.js
"No emailTemplates set";"Geen email templates ingesteld";/modules/instructiefilm/elearning/language/nl.js
Sections;Secties;/modules/instructiefilm/elearning/language/nl.js
"Available languages";"Beschikbare talen";/modules/instructiefilm/elearning/language/nl.js
"No languages set";"Geen talen ingesteld";/modules/instructiefilm/elearning/language/nl.js
"Open frontend";"Open frontend";/modules/instructiefilm/elearning/language/nl.js
"No sections set";"Geen secties ingesteld";/modules/instructiefilm/elearning/language/nl.js
"Course block grid";"Cursus blok grid";/modules/instructiefilm/elearning/language/nl.js
Blocks;Blokken;/modules/instructiefilm/elearning/language/nl.js
Courses;Cursussen;/modules/instructiefilm/elearning/language/nl.js
Movies;Films;/modules/instructiefilm/elearning/language/nl.js
Source;Bron;/modules/instructiefilm/elearning/language/nl.js
"No movies added";"Geen films toegevoegd";/modules/instructiefilm/elearning/language/nl.js
Parent;Parent;/modules/instructiefilm/elearning/language/nl.js
Names;Namen;/modules/instructiefilm/elearning/language/nl.js
"Invitation Whitelist";"Uitnodigingen whitelist";/modules/instructiefilm/elearning/language/nl.js
"No entries set";"Geen waardes opgegeven";/modules/instructiefilm/elearning/language/nl.js
Languages;Talen;/modules/instructiefilm/elearning/language/nl.js
Label;Label;/modules/instructiefilm/elearning/language/nl.js
Subject;Onderwerp;/modules/instructiefilm/elearning/language/nl.js
Activities;Activiteiten;/modules/instructiefilm/elearning/language/nl.js
"No Parent";"Geen parent";/modules/instructiefilm/elearning/language/nl.js
"No activities set";"Geen activiteiten ingesteld";/modules/instructiefilm/elearning/language/nl.js
"Frontend settings";"Frontend instellingen";/modules/instructiefilm/elearning/language/nl.js
"Frontend Url";"Frontend URL";/modules/instructiefilm/elearning/language/nl.js
"Color scheme";"Kleuren schema";/modules/instructiefilm/elearning/language/nl.js
"Enable email certificate button";"E-mail certificaat knop weergeven";/modules/instructiefilm/elearning/language/nl.js
"Enable print certificate button";"Print certificaat knop weergeven";/modules/instructiefilm/elearning/language/nl.js
"Company logo";Bedrijfslogo;/modules/instructiefilm/elearning/language/nl.js
"Frontend background image";"Achtergrondafbeelding frontend";/modules/instructiefilm/elearning/language/nl.js
"Permission settings";"Rechten instellen";/modules/instructiefilm/elearning/language/nl.js
"In the table below you can add system groups to give the users the desired permissions.";"Voeg in de onderstaande tabel systeem groepen toe en geef ze de gewenste rechten.";/modules/instructiefilm/elearning/language/nl.js
"Hover over each of the permission types to see what they are doing.";"Houd de muis op de rechten types om te zien waar ze precies voor dienen.";/modules/instructiefilm/elearning/language/nl.js
"Language settings";"Taal instellingen";/modules/instructiefilm/elearning/language/nl.js
Scorm;Scorm;/modules/instructiefilm/elearning/language/nl.js
"No scorm modules added";"Geen scorm modules toegevoegd";/modules/instructiefilm/elearning/language/nl.js
Value;Waarde;/modules/instructiefilm/elearning/language/nl.js
